#hugo	exprssn_associated_to_larger_survival
WFDC11	high
DACH1	high
DUSP21	high
SNTN	high
GTF3C6	high
RFX6	high
MIR2115	high
CC2D2A	high
ZNF625	high
PAX1	high
ZNF253	high
TIGD4	high
LOC286189	high
MYADML	high
SNORD115-4	high
CMTM8	high
KRT34	high
LOC727982	high
OR2A14	high
AGSK1	high
LOC100507513	high
KRT25	high
ANXA10	high
LINC00608	high
SLC25A43	high
UBE2E2-AS1	high
PF4V1	high
CCDC88C	high
CPNE7	high
TAMM41	high
LOC729658	high
SNORA58	high
SCARNA3	high
HTR5A	high
GUCY2F	high
C1ORF167	high
RBPJ	high
CLLU1	high
ESP33	high
ANKUB1	high
UGT1A7	high
GAGE1	high
TMEM160	high
FOXJ1	high
HTR3D	high
ESRRB	high
LOC100192426	high
MAB21L2	high
OR2M4	high
LOC441601	high
SPINK5	high
LOC646730	high
PNMA1	high
LOC100134391	high
LOC643085	high
UBA1	high
PRSS58	high
LOC727944	high
ZNF347	high
ZAR1L	high
LOC641746	high
MIR374C	high
LOC100133461	high
PRDM14	high
STX18	high
NUDT19	high
KCNT1	high
OSTM1-AS1	high
C16ORF62	high
MIR4472-1	high
CDK8	high
C9ORF135	high
CRP	high
OLIG2	high
CLLU1OS	high
FLJ25758	high
MIR553	high
LOC100130264	high
HIST1H4A	high
SLC22A16	high
PRPF4	high
TSPO	high
HIST1H4L	high
RNA5S3	high
SLC50A1	high
SNORD30	high
DEXI	high
OTOP3	high
C1ORF64	high
LOC283867	high
BAG2	high
LOC100129636	high
LOC100132913	high
PPP2R3B	high
PNMA6C	high
CRABP2	high
SPRY3	high
SETD6	high
FLJ30679	high
MED10	high
MIR3975	high
TLL2	high
SPINK6	high
MIR3128	high
LOC81691	high
MIR3129	high
CEP350	high
ENY2	high
LOC643923	high
ACTL9	high
SLC39A9	high
ZNF71	high
FAM92A1P2	high
LOC643037	high
KIR2DS5	high
UGT1A10	high
LOC440292	high
SNORD116-29	high
ATP5A1	high
DBX1	high
BPIFB4	high
CCDC174	high
MIR766	high
ULK4	high
LOC645202	high
CELA3A	high
OR2AG2	high
MIR197	high
FTMT	high
ADAM7	high
TM9SF1	high
GDF2	high
HSP90AB1	high
ALDH1L1-AS2	high
SUCO	high
TEAD1	high
MIR483	high
IGF2BP1	high
RHEB	high
SNORD115-15	high
PGGT1B	high
LINC00700	high
SNORD121A	high
ZNF660	high
SLC35C1	high
ASXL2	high
LRIT1	high
ZNF91	high
RDH8	high
LOC100506403	high
PLA2G4F	high
HSP90AB2P	high
SPATA31D4	high
ANKRD60	high
TRAF6	high
ALKBH8	high
RCN2	high
PIR-FIGF	high
FBXO18	high
EIF2A	high
PADI1	high
NAA25	high
ZNF321P	high
SCARNA9L	high
KRT7	high
OR9Q1	high
XGPY2	high
CECR2	high
MIR450B	high
CT47A9	high
CT47A8	high
KRT6B	high
CT47A5	high
DUXA	high
CT47A4	high
CT47A3	high
CT47A2	high
CT47A12	high
CT47A11	high
CT47A10	high
OR5B2	high
ECRP	high
LINC00200	high
FTH1P3	high
FRAS1	high
C9ORF114	high
FAM27E3	high
POSTN	high
DEFB134	high
OR1F1	high
LOC152225	high
EGFLAM-AS2	high
MGC24103	high
PRB1	high
FAM208A	high
LOC285762	high
IST1	high
LOC644656	high
PRDM9	high
AMELX	high
AVPR1B	high
GMCL1P1	high
TMEM39A	high
PROSER2-AS1	high
DNAJB1	high
CNBD1	high
GALNT14	high
PIP	high
XAGE5	high
LOC100506126	high
LOC100509764	high
CBX1	high
UGT1A6	high
UGT1A5	high
UGT1A3	high
POLE	high
LOC100509196	high
MIR663A	high
PBOV1	high
MIR3909	high
NBPF6	high
MIR337	high
PDIA3P	high
OR10R2	high
MIR4436B1	high
MIR374B	high
CDK2AP2	high
REXO2	high
XAGE1E	high
XAGE1C	high
XAGE1B	high
XAGE1A	high
LOC285299	high
SNORA62	high
MRGPRX3	high
MIR4517	high
MIA2	high
AKT1	high
HIST1H3C	high
N6AMT1	high
GEMIN4	high
SPACA1	high
LOC100128176	high
SLC9A3	high
UBE2Q2P2	high
SNORD36A	high
NGEF	high
MIR4421	high
FERD3L	high
MIR433	high
SNORA74B	high
LOC100506695	high
RTP2	high
FARSB	high
RAB39B	high
LOC727677	high
WDR33	high
ASNSD1	high
SPTY2D1-AS1	high
HIST1H2BB	high
CELF2-AS2	high
HS3ST2	high
SNORD76	high
MIR3679	high
C2ORF78	high
SMEK2	high
LZTS2	high
FAM9B	high
SNORA3	high
PARN	high
SIPA1L3	high
TENM4	high
BRMS1L	high
KRTAP2-4	high
IFT43	high
LOC401074	high
SNORD115-21	high
PNLIP	high
PSTK	high
C11ORF1	high
ZNF503-AS2	high
TGFBR3L	high
SNORA19	high
OR51B5	high
LOC100506526	high
RP1	high
ZNF611	high
ZNF622	high
MORF4L2-AS1	high
LOC100130698	high
C6ORF10	high
AKR1B10	high
SNORD28	high
DHRS4-AS1	high
VEGFB	high
COG2	high
EIF5A2	high
ANKS4B	high
GSR	high
FLJ44635	high
LOC440354	high
ACSF3	high
STRA13	high
EIF2AK2	high
SNORA52	high
SCNN1G	high
FAM203B	high
DEFA10P	high
TEX26-AS1	high
GJA8	high
TPBG	high
CGB2	high
MAGEA10	high
TCEAL2	high
CEACAM20	high
ARVP6125	high
WDR90	high
BRK1	high
MTMR8	high
ANKRD30A	high
MIR127	high
KCNS1	high
KIAA1143	high
TCTEX1D2	high
MIR1236	high
C3ORF65	high
LOC100508384	high
OTUD6B	high
ZNF222	high
OR2B6	high
MTRNR2L5	high
INSL6	high
PRDX5	high
PNMA6D	high
ZFP112	high
TAF7L	high
CRYBA2	high
DUPD1	high
OR1E2	high
NELF	high
SURF1	high
TRAPPC9	high
CCDC77	high
TCF24	high
FAM26D	high
GPATCH2L	high
GFRA2	high
GPR89A	high
GPR112	high
EIF4A3	high
WT1-AS	high
FNDC8	high
VTRNA1-1	high
PLCB4	high
ZNF167	high
CHCHD5	high
RPA2	high
MAP6D1	high
EML1	high
IL22	high
TANGO6	high
MAPKAPK5	high
ZNF24	high
DDA1	high
LRAT	high
SLC5A8	high
DCLRE1A	high
EPN1	high
NBPF7	high
C20ORF85	high
UGT1A1	high
HADHA	high
LOC100133123	high
ZC3H15	high
RNF208	high
LOC100507480	high
SDE2	high
BMP7	high
LOC100128714	high
DTD1	high
ZDHHC4	high
CASP6	high
SOHLH2	high
SNORA64	high
TBCC	high
DUS2L	high
PTGDR2	high
FAR1	high
CCDC97	high
C8ORF74	high
GLYATL3	high
RPL15	high
OR4F6	high
PPY	high
TMEM55B	high
FLJ46361	high
OR7E14P	high
LIAS	high
SCARNA12	high
SCAP	high
LOC100508227	high
TOR3A	high
PRSS3P2	high
POTEH	high
ACBD3	high
KLK3	high
WRAP53	high
GPR110	high
UCMA	high
MRPS36	high
LOC92249	high
LINC00545	high
FAM178B	high
ADAMTS9	high
DNAJA1P5	high
HIST1H1A	high
STARD7	high
WDR45	high
NDUFA4	high
LAYN	high
LOC285768	high
KCNIP4-IT1	high
FAM13A	high
ATP5E	high
LBP	high
BDNF	high
CABP5	high
TSEN2	high
KCNV1	high
SETD8	high
SNORD36B	high
BCYRN1	high
MORN2	high
RPL17-C18ORF32	high
HAT1	high
DNM3OS	high
RSU1P2	high
SNCAIP	high
PWRN2	high
FBLN1	high
EPS15L1	high
NKX2-2	high
BCAT1	high
GGA2	high
MRPL22	high
MIR432	high
SPRR3	high
ARL16	high
ZC3H4	high
LOC729739	high
GMPR2	high
ETV5	high
LOC200726	high
LAMTOR5	high
LINC00102	high
ZPBP	high
IQCB1	high
LOC374890	high
BMP10	high
LOC100506813	high
LOC100509484	high
MIR3202-2	high
MIR645	high
FOXE1	high
HYAL2	high
DYRK2	high
MIR125B2	high
MIR4256	high
MIR1270-2	high
MIR1270-1	high
ASIP	high
PSMC5	high
STK11	high
FAM160A1	high
SEPT2	high
LOC550643	high
SCARB1	high
ZNF320	high
KRT35	high
GATC	high
ALG1	high
MAS1L	high
PRR14L	high
MOGAT3	high
KCNE2	high
GPATCH2	high
BAI1	high
MRPL27	high
YLPM1	high
C19ORF60	high
OPRK1	high
ORAOV1	high
UGT1A9	high
PPP1R42	high
MIR1296	high
SNAPC3	high
LSAMP-AS3	high
ADIPOQ	high
HIST1H2BG	high
UBAC2-AS1	high
BLOC1S1	high
LOC100505932	high
BTBD1	high
ZBTB26	high
CD2BP2	high
ZDHHC5	high
UGT1A4	high
GABPB1	high
C11ORF94	high
AGR2	high
REN	high
MIRLET7B	high
LINC00330	high
SCAND1	high
RAB9A	high
MIR320A	high
LOC100507391	high
LOC100506733	high
FRYL	high
MIR3198-2	high
C8ORF40	high
KIAA0947	high
SNORD88A	high
RPL36A	high
PRR25	high
AMMECR1	high
PPFIA1	high
NSMCE2	high
ZNF737	high
ZNF398	high
PRSS38	high
LOC100288152	high
RNF113B	high
SNORA46	high
TAS2R40	high
IFNB1	high
ZFAND4	high
CDC26	high
CFTR	high
MIR302D	high
CRKL	high
C10ORF71	high
MIR4674	high
C18ORF62	high
MIR1299	high
PP13004	high
COPG1	high
LRRC34	high
NLRP11	high
LOC100130954	high
PTPRR	high
NAT1	high
USP3	high
DLG3	high
MOGAT1	high
DRD4	high
FIGF	high
MIR4731	high
APOBEC3B	high
CRYM-AS1	high
AKAP14	high
UBALD2	high
MIR1276	high
TSR3	high
RAB11B-AS1	high
ARHGEF38	high
CEP57	high
NSUN2	high
TM6SF2	high
LOC100128682	high
H3F3AP4	high
H3F3A	high
MIR325	high
FAM46B	high
COX7A2L	high
MGST2	high
FAM205B	high
CCAR1	high
EIF2B5	high
LOC100128075	high
PWWP2B	high
ASB17	high
PGRMC2	high
DHRS4	high
SLX1A-SULT1A3	high
RMND5B	high
SNORA10	high
LOC100653133	high
IRS4	high
PAK2	high
MIR301A	high
SNORA23	high
INHBE	high
GATA5	high
ADIPOR2	high
MIR208B	high
OPN1SW	high
BMX	high
PDIA4	high
LINC00619	high
RNU6-15	high
RNF130	high
MAP7D2	high
HSD17B2	high
MIR541	high
TCF19	high
USP17L2	high
C20ORF96	high
HOXD3	high
NDUFC2-KCTD14	high
HOXD12	high
FN3KRP	high
FAM170B	high
MAPKAPK3	high
ZNF354C	high
LOC100506769	high
GFRA4	high
XKR3	high
ATP13A1	high
CACNA1A	high
DLK1	high
MIR935	high
LOC100507498	high
TMCO5B	high
ZFPM1	high
LCN15	high
MIR3202-1	high
PAGE1	high
C6ORF52	high
MIR4273	high
GLB1L2	high
CA9	high
CEP85	high
PLSCR2	high
LOC284933	high
OACYLP	high
LOC100129917	high
RNA5S17	high
UPK1A-AS1	high
LOC100506159	high
MIR3157	high
UROS	high
HSPB9	high
ZC3H8	high
TCN1	high
SNORD49B	high
C17ORF64	high
RELA	high
LOC100132481	high
SNRNP27	high
HIST1H2BF	high
PERP	high
PREB	high
PNN	high
MAPKAPK5-AS1	high
LOXL1	high
TTTY6B	high
TTTY6	high
C9ORF43	high
RNF169	high
PIPSL	high
IL36A	high
TCP10L2	high
AP1M2	high
ATF4	high
MIR3648	high
MIR3122	high
LOC157273	high
ACTR6	high
ZNF43	high
VTCN1	high
DCAF10	high
SUPT4H1	high
C11ORF58	high
SNORA54	high
LIN28B	high
MIR550B1	high
MIR550A1	high
SLX1B-SULT1A4	high
ITGB1BP2	high
SMG7	high
HNRNPCL1	high
TMC5	high
ANAPC13	high
MIR1324	high
PNMA6A	high
EHMT1	high
GJB1	high
LOC100132339	high
MIR1181	high
HAO1	high
ELF5	high
ZNF295-AS1	high
LOC401242	high
C1ORF140	high
LY6D	high
ARGFX	high
ALX1	high
CDC14A	high
KRT24	high
RNF219	high
LPGAT1	high
SLC30A6	high
SNORD114-28	high
TRMT61A	high
BVES	high
SNRPD2P2	high
WBP11	high
ZNF17	high
PYCRL	high
GK	high
MIR4777	high
MCPH1	high
APOM	high
REXO1L1	high
LOC100128343	high
MROH6	high
COLEC11	high
ZNF16	high
HNF4A	high
LOC100506054	high
LOC100131635	high
LOC100507024	high
RTL1	high
KCTD20	high
LOC652586	high
LOC100291105	high
CHST2	high
MSTO1	high
RRP12	high
NOX4	high
EPYC	high
NUDT3	high
ASAP1-IT1	high
SBNO1	high
FAM86JP	high
KDELR2	high
LOC100505795	high
LIM2	high
MIR542	high
METTL2A	high
LOC284688	high
RCC2	high
IL25	high
SCAND3	high
STRN4	high
KBTBD4	high
STXBP6	high
LOC93432	high
CGB	high
FBXL15	high
PAF1	high
CENPC1	high
SNORA14A	high
MGC2889	high
RANBP17	high
AHSP	high
TMEM60	high
DLGAP1-AS5	high
MIR718	high
ZCCHC10	high
SLC36A3	high
SLC17A3	high
PRSS48	high
CAMKK2	high
TRIM72	high
ZNF326	high
POTEF	high
C16ORF82	high
CELA3B	high
CEP76	high
MIR3131	high
TROVE2	high
LIN52	high
MTRNR2L3	high
ZNF420	high
TCEAL5	high
SLC22A6	high
HSPA6	high
C17ORF62	high
MIR1206	high
PRKAB1	high
LINC00281	high
LOC100128505	high
NENF	high
KCTD14	high
SNORD114-21	high
CDK5RAP1	high
GOLPH3L	high
UNC13C	high
HIST1H4H	high
MIR3926-2	high
C8A	high
ARHGEF39	high
VIMP	high
LOC100293704	high
RNA5S16	high
LILRP2	high
MCAT	high
MDN1	high
OR10V2P	high
ZNF620	high
MIR4261	high
TBC1D3P1-DHX40P1	high
OCSTAMP	high
HIST1H4F	high
DDX19A	high
YEATS2	high
VASH2	high
ZFP91-CNTF	high
CUEDC2	high
PHOSPHO2	high
TEX9	high
C18ORF63	high
EED	high
ZNF462	high
TMEM184C	high
DRD5	high
PPCDC	high
IFNA5	high
PRLH	high
C21ORF58	high
ARAF	high
AKR1B15	high
ZNF664	high
DCAF16	high
STAMBPL1	high
LOC100506655	high
ACTN1	high
FLJ36000	high
ZNF823	high
RRP8	high
ANKRD27	high
GLRA2	high
LOC100507468	high
FZD6	high
CAND1	high
TBX2	high
NAV2-AS4	high
UBLCP1	high
IFITM5	high
MARCO	high
FLJ33581	high
FAM221A	high
LOC729088	high
FZD5	high
ZSCAN5B	high
CRYGC	high
ST13P4	high
TTLL4	high
TNIP2	high
OR5C1	high
EBNA1BP2	high
BARHL1	high
SPAG17	high
AP1S2	high
CHST4	high
ZSCAN5D	high
METTL21C	high
FAM86A	high
SNX17	high
BRAP	high
NPTX2	high
DCAF8L2	high
MIR887	high
RNASEH1	high
NUP88	high
INTS2	high
NAG20	high
GPR32	high
CRX	high
SNORA71D	high
ST8SIA6-AS1	high
TMEM189	high
SNORD114-25	high
ZNF75A	high
OR9A2	high
SLC39A10	high
OXGR1	high
C14ORF37	high
UQCRHL	high
GNL2	high
LOC100505540	high
HSP90AA6P	high
LOC100507250	high
MIR4754	high
LINC00239	high
CECR5	high
RGS22	high
DOK5	high
SNORD31	high
ZNF808	high
HYAL4	high
BAIAP2L1	high
PRADC1	high
RCOR1	high
LOC339166	high
ANAPC16	high
SLC26A4-AS1	high
RRN3	high
LOC400768	high
LOC649330	high
ZP2	high
BCORL1	high
DNAJC21	high
MIR3140	high
OR6B1	high
LTB4R	high
DUX4L7	high
MIR1295A	high
MIR3198-1	high
GON4L	high
MUC15	high
ZNF585A	high
PPBP	high
PRSS12	high
CNTLN	high
C9ORF147	high
PRPF31	high
GRHL3	high
IAPP	high
HIST1H4D	high
ZNF417	high
TMEM140	high
ALK	high
ZNF383	high
VTRNA1-3	high
TMEM218	high
SIX6	high
DDI1	high
ACTL8	high
TBC1D5	high
KLKP1	high
SLC41A1	high
USH1G	high
SAMD13	high
PLA2G2A	high
OR2AK2	high
FOXL2	high
TOPAZ1	high
SLC25A51P1	high
CDK5RAP2	high
DRD3	high
SNORD26	high
PRDX1	high
SUMO1P1	high
LOC100506912	high
FAM35B	high
TMEM185B	high
CLRN1	high
ZNF550	high
INHBA-AS1	high
SCEL	high
C8ORF87	high
SAYSD1	high
GHSR	high
CHGA	high
C1ORF74	high
NBPF22P	high
PDPR	high
ZNF275	high
EMID2	high
SNUPN	high
ZNF268	high
SLC22A25	high
TMEM70	high
SLC7A5	high
KIR2DL1	high
LOC100505902	high
ZNF214	high
HSPH1	high
SETD4	high
SNORA2B	high
MIR3926-1	high
STOX1	high
AATF	high
TSR2	high
SH2D4A	high
MIR649	high
ENPP7	high
UGT1A8	high
LCN9	high
NBPF4	high
FAM27E1	high
PREP	high
UBAP2L	high
CLPSL2	high
LINC00589	high
SNORD113-9	high
C9ORF153	high
MIR608	high
DDX11	high
TMTC1	high
ESM1	high
PLEKHG4	high
GTF2H2C	high
CST1	high
IFNA22P	high
MIR4530	high
COX18	high
ABCC6P2	high
TMPRSS6	high
PRDM13	high
KNG1	high
KLHL15	high
SATB2	high
SLITRK4	high
KCNJ6	high
GABRA4	high
CPA2	high
LOC255411	high
FAM227A	high
ZNF587	high
SCRIB	high
LINC00630	high
LRIT3	high
LOC285692	high
ZBTB1	high
PPM1N	high
MIR933	high
SNAPIN	high
TP53BP2	high
CHODL	high
RPS4Y1	high
ZMPSTE24	high
TCFL5	high
MLH3	high
FSIP1	high
LOC100505545	high
AADACL4	high
CHST15	high
LOC283299	high
SLC7A6	high
GPR3	high
CR1L	high
LOC646778	high
MARCH5	high
PRR22	high
OR7C1	high
ZNF630	high
UBQLN2	high
CSRP3	high
CNIH2	high
DNAJC4	high
ZBTB24	high
CST13P	high
LOC100289656	high
HEBP2	high
AVP	high
BTBD11	high
FLJ39080	high
SAMD4B	high
DDX55	high
FUT6	high
SLC4A11	high
MIR4638	high
LOC100287808	high
KIT	high
HTR3C	high
RPL26	high
SYT8	high
KIF27	high
GPR111	high
NEURL2	high
GPR151	high
SNORD114-31	high
GTF2H2D	high
PARVB	high
ARFIP2	high
EHD1	high
USB1	high
ARMS2	high
LOC100505697	high
SOX3	high
LOC100507449	high
PSMB6	high
NKX3-2	high
NDUFC2	high
C10ORF114	high
PDGFRL	high
SLC16A10	high
GRIN2B	high
ATP5J2-PTCD1	high
SPATA8	high
TAC1	high
LOC285484	high
MIR302B	high
LOC100132336	high
CT60	high
KRTAP5-5	high
TNNI3	high
ZNF32-AS3	high
KRT38	high
SNORA70	high
SLC18A3	high
ZNF648	high
THUMPD2	high
TPTE2P2	high
NEUROD4	high
C16ORF46	high
LINC00638	high
SNORD79	high
KRTAP5-1	high
HMGCR	high
ADAT1	high
CCDC108	high
TSG101	high
E2F6	high
CELF1	high
TRIP12	high
LOC440742	high
RAB39A	high
BMPR1A	high
RPS2P32	high
DDX3X	high
MED30	high
VIT	high
ALPP	high
TRIM49	high
FRG2B	high
YME1L1	high
LCN8	high
RBM23	high
DGAT2L6	high
LOC100507670	high
SNORD32A	high
NUFIP1	high
USP13	high
PEX13	high
MCM3AP	high
RALY	high
GAD1	high
MIR3147	high
LOC285629	high
FAM45B	high
SCAMP3	high
ZNF770	high
ZFP92	high
MIR559	high
HMBOX1	high
USP16	high
EPGN	high
DYX1C1	high
FIGNL1	high
ARNTL2	high
KIR2DS1	high
KRT10	high
SNORD60	high
SPTBN2	high
MIR3180-4	high
PCBP2	high
FAAH2	high
GBAP1	high
SUMO3	high
ATRX	high
PIN1P1	high
MIR4651	high
PDK3	high
DPH2	high
TMEM14B	high
SNAR-A9	high
SNAR-A8	high
SNAR-A7	high
SNAR-A6	high
SNAR-A5	high
SNAR-A4	high
SNAR-A3	high
SNAR-A14	high
SNAR-A11	high
SNAR-A10	high
GFM2	high
KLK4	high
WDR65	high
ARMC3	high
HIF1A-AS2	high
ANKRD30BP2	high
KRTAP3-3	high
HSP90AA1	high
ZNF350	high
BRI3	high
ST18	high
POU3F3	high
TRPM1	high
ADNP	high
LOC151121	high
C21ORF128	high
ZNF580	high
BNIP1	high
OR10G2	high
RNA5S2	high
BCL2L2-PABPN1	high
PDZK1IP1	high
FOXF1-AS1	high
C9ORF37	high
LINC00575	high
ZNF565	high
HMGB4	high
RPGR	high
OR2F1	high
MIR1976	high
CHD8	high
LOC285084	high
FAH	high
EPB41L4A-AS1	high
LIPN	high
VCAN	high
TRAF3	high
OR7E156P	high
FAHD1	high
SPATA17	high
C3ORF72	high
SLC13A2	high
AKIP1	high
ATP1B3	high
SLC17A4	high
SNORD53	high
LINC00707	high
EPHX3	high
FAM22F	high
GK3P	high
WDR83	high
NOS2	high
CEP41	high
KPTN	high
RHOBTB1	high
ADAM12	high
ADAM29	high
C12ORF77	high
LPCAT1	high
FSTL4	high
PENK	high
FUT3	high
MIR1304	high
SNORA24	high
TRAPPC2	high
CHUK	high
LOC100507406	high
LOC286190	high
UFD1L	high
KRT77	high
ATOH1	high
RAVER2	high
DOC2A	high
HCG18	high
LOC100505534	high
CSDE1	high
CUTA	high
MEF2BNB	high
LNX2	high
CXCL5	high
POLR2J	high
PIK3C2A	high
LOC100506787	high
CCDC135	high
OPA3	high
COL6A4P1	high
MRPS33	high
ZNF19	high
FAM9C	high
MED25	high
LOC285626	high
BFSP1	high
NPC1L1	high
LIPK	high
PIM1	high
PAPPA2	high
SNORD115-9	high
SNORD115-12	high
MIR431	high
GLO1	high
LRRC58	high
SNORD75	high
LOC727924	high
LOC440313	high
GPR89B	high
UBQLNL	high
TMEM61	high
BCAS2	high
FAM27E2	high
GATA3-AS1	high
ANKRD66	high
CNNM2	high
ZNF552	high
KRTAP17-1	high
OXNAD1	high
CLRN1-AS1	high
MIR202	high
OGFOD1	high
CALCA	high
CALML3	high
GP9	high
LOC100131234	high
RNA5S1	high
C8ORF33	high
SPRYD4	high
JMJD8	high
C6ORF7	high
EBLN1	high
CNOT6	high
DPP9	high
EZH2	high
LOC100507288	high
MMP3	high
CEND1	high
OXLD1	high
ACIN1	high
LOC285548	high
PPP1R2P9	high
DR1	high
SNORA65	high
LOC441728	high
MIR135B	high
RUSC1-AS1	high
FABP2	high
PLIN2	high
ZNF230	high
THRB-AS1	high
FLJ43315	high
BRF2	high
KRTAP1-5	high
GLRA3	high
KRTAP5-3	high
NOL7	high
FKBP11	high
SPAG5	high
LOC100505841	high
ASCL4	high
RNA5S10	high
NPFFR2	high
KRT39	high
SLX4	high
ARL5B	high
MIR4673	high
RBBP8NL	high
FKBP2	high
TSPY10	high
REXO4	high
MTRR	high
CRTAP	high
C9ORF53	high
OR56B4	high
KLHL20	high
PNOC	high
KDM8	high
MARCH1	high
JAKMIP1	high
INTS4	high
DSCAML1	high
LOC729444	high
SNORD71	high
ITFG3	high
BZW1	high
NSUN7	high
INSL3	high
G3BP2	high
MRPL20	high
AKT2	high
SPACA3	high
GAREML	high
MT1JP	high
MIR1282	high
LOC100287792	high
SNORD114-30	high
CP	high
PNLIPRP1	high
MIR3154	high
MIR4519	high
LRRN4	high
ZNF134	high
SEC23B	high
UBTD2	high
SCARNA16	high
ABCF1	high
ZNF628	high
MIR3118-1	high
DNAJC1	high
ILVBL	high
DRD1	high
GPR150	high
RPS26	high
DCAF8L1	high
SMG5	high
CD177	high
C1QL2	high
GALR3	high
GGT6	high
MIR4521	high
LOC100508736	high
LOC286178	high
PPP1R35	high
BUD31	high
LOC401442	high
MIR4263	high
FAM103A1	high
MIR4740	high
YTHDF2	high
ZNF503	high
C5ORF47	high
LINC00642	high
AKR1A1	high
LINC00597	high
LOC644554	high
IDI2	high
LINC00656	high
C1ORF109	high
SLC22A2	high
SLC22A15	high
PPM1D	high
OPN3	high
VPS13A	high
FLJ45974	high
IGKV1ORY-1	high
EXD1	high
STYXL1	high
SLC25A23	high
SLURP1	high
DENR	high
ZDHHC20	high
BRWD3	high
SLC27A5	high
SLC2A7	high
ICAM2	high
MAP3K13	high
SI	high
SNORD115-5	high
RAD1	high
CIAPIN1	high
GPR27	high
ALDOA	high
EHHADH	high
CHAT	high
LOC729683	high
MAGEC2	high
LOC100129213	high
LOC151009	high
UNC5B	high
MOB2	high
KLF17	high
MIR410	high
SNHG15	high
MUC7	high
DKFZP434I0714	high
GORASP1	high
AWAT2	high
KRT31	high
HRAS	high
PSG3	high
OVOS	high
MRTO4	high
TGM5	high
HSD17B1	high
PEPD	high
FHAD1	high
PASK	high
NR2E1	high
ZNF551	high
MAGEA3	high
AGXT	high
GPC2	high
PDIA3	high
C12ORF43	high
PTCD1	high
LOC100506647	high
APBA3	high
LOC728643	high
LRCH3	high
SNHG10	high
CDKN2C	high
MIR210HG	high
TMEM187	high
FAM217A	high
LIN28A	high
LOC100506901	high
ZNF747	high
METTL23	high
MIR4746	high
ELAC1	high
RGR	high
TSPAN6	high
TMPRSS4-AS1	high
LOC100132154	high
SLC34A1	high
XPNPEP1	high
MROH9	high
TBCA	high
LOC100509976	high
RNA5S4	high
RBMY1A3P	high
LY6G6F	high
SNORD114-20	high
COLEC12	high
IGF2BP2	high
MYF6	high
FAM224A	high
MST4	high
MIR4766	high
DCPS	high
TREML3P	high
FTSJ3	high
CPS1	high
ENPP4	high
KDM5B	high
ABCD3	high
SNORA45	high
DPRX	high
LOC100132501	high
RNU5E-1	high
FFAR1	high
CSN3	high
DSCR6	high
CLEC4G	high
TMEM74	high
LINC00207	high
GNAT2	high
TBR1	high
RBBP6	high
CIRBP-AS1	high
SNORD114-17	high
LRRC42	high
TPPP2	high
NOM1	high
TMEM5	high
RFX3	high
NIT2	high
FAM74A2	high
HMGA1P7	high
LOC100507134	high
OR2T33	high
SLC52A2	high
MIR3615	high
FLJ32955	high
LOC100507377	high
CARS2	high
GSTA2	high
MIR4440	high
CDH16	high
C2ORF76	high
ZNF563	high
PHRF1	high
GMCL1	high
CRYAA	high
MIR302C	high
LONRF3	high
GTF2A1	high
LOC643648	high
NUDT22	high
ABHD3	high
ACTL7B	high
C18ORF21	high
KRTAP3-2	high
WDR41	high
HTR3E	high
SULT1E1	high
LINC00460	high
NAV2	high
RNA5S12	high
RTN4IP1	high
WAC-AS1	high
LOC100505727	high
C12ORF60	high
TEX264	high
LOC100510710	high
MTNR1A	high
GTF2H3	high
PSMC6	high
PSPN	high
RPS26P11	high
ZNF572	high
C5ORF50	high
ZBBX	high
ZBTB39	high
PUS3	high
PRMT10	high
HMHB1	high
METTL2B	high
MIR650	high
TAF4B	high
RBM12	high
IGFBP6	high
C14ORF105	high
C1ORF105	high
SOX21	high
LOC254099	high
ACTN2	high
SPDYC	high
C10ORF113	high
ARMC1	high
SRC	high
TMEM159	high
CXXC1P1	high
TOP3A	high
CCDC166	high
TMEM205	high
LOC729176	high
FBXL19	high
C9ORF3	high
BLOC1S5	high
VSX2	high
TAC3	high
ARL6	high
SEC14L2	high
NAB2	high
TTI1	high
NAA60	high
MIR4496	high
SLC9C2	high
MIR4485	high
ZUFSP	high
PIWIL3	high
LOC286186	high
LINC00635	high
LOC729995	high
LOC255654	high
TTC30B	high
MRPL24	high
SERPINA10	high
LOC100127909	high
LOC100131257	high
IQCK	high
CRISP3	high
CCK	high
PEX16	high
PPP2R3A	high
ADM2	high
HIST2H2AB	high
MIR143	high
LOC149086	high
PPM1L	high
FAM159B	high
CCDC111	high
LOC442028	high
ZBED6	high
ALS2CR11	high
IFNL1	high
USP28	high
TPD52L2	high
EXT2	high
LOC100288524	high
LINC00483	high
MTTP	high
BHMT	high
ADAM2	high
LOC100131726	high
PLA2G4E	high
C2ORF57	high
LOC550112	high
SLC16A6	high
CTPS1	high
TGIF2LY	high
C7ORF71	high
GKN2	high
PRRG3	high
ARPC5	high
NKX6-2	high
PAX2	high
RMI1	high
HIST1H3F	high
MRS2P2	high
SMIM16	high
ANTXRL	high
PRSS2	high
LOC100506258	high
ARHGEF10	high
GPSM2	high
LOC100505768	high
DENND6A	high
METTL9	high
VIPAS39	high
LINC00592	high
GYG1	high
GYS2	high
GPR78	high
FBXW11	high
ICA1	high
PRAMEL	high
PRB2	high
FOXB1	high
LINC00544	high
LINC00704	high
LOC100505630	high
CHRNA9	high
PSMD10	high
AFG3L2	high
